blueTeamFirstBlood,blueWin,DamageDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference,WardDifference,ControlWardDifference,TurretPlatesDifference,MinionsDifference,JungleMinionsDifference
0,0,-7677,-2,0,-1,0,-7,-1,1,-39,11
0,0,-9474,-2,0,0,0,168,-3,1,-25,-7
0,1,8148,1,0,-1,0,-5,-1,-1,20,17
0,0,2147,-2,0,0,0,-11,-1,-4,24,7
1,1,6769,0,1,1,0,-2,4,-4,55,29
1,0,-9353,-2,1,-1,0,-6,-3,3,-42,-40
1,1,-4355,1,0,3,0,7,0,-11,55,3
1,1,-4565,2,0,1,0,51,3,-1,3,-16
1,0,16090,0,1,0,0,18,2,-6,41,25
1,0,-9396,0,0,-2,0,-96,-5,5,-18,-32
1,1,11184,2,0,3,0,10,0,-10,124,38
0,0,3000,-2,-1,1,0,128,1,-7,-1,14
0,0,-7670,0,-1,-1,0,25,5,3,3,-21
1,0,-13705,-2,0,1,0,-2,0,-1,22,-40
0,1,-1110,2,-1,0,0,17,-2,-1,14,-31
0,0,-9729,-2,0,-2,0,366,4,8,-1,-25
1,1,17203,-2,1,0,0,7,4,2,46,20
1,0,4003,0,0,1,0,-6,-1,-5,33,-8
0,0,-2042,-2,1,-2,0,8,5,5,9,-20
1,1,7858,0,0,-1,0,15,-1,1,22,20
0,0,-10964,-1,0,-3,0,-4,4,8,-116,-32
0,0,-2293,-2,-1,-2,0,7,1,3,-28,-4
0,1,-6508,0,-1,-1,0,7,-5,4,11,-28
1,0,-11900,-1,0,0,0,-1,-4,-2,-40,0
1,0,6475,1,0,0,0,-2,0,5,-59,4
1,1,5553,2,1,-2,0,2,0,0,-58,-40
0,1,-9079,-2,0,-1,0,-5,1,6,-19,-46
1,1,10781,-1,-1,1,0,14,3,-6,76,24
0,0,-4929,-1,0,0,0,-14,1,3,8,12
0,0,-18931,-2,0,-1,0,6,1,5,-51,0
1,0,1191,2,0,1,0,4,2,-2,57,-2
0,0,-1534,-1,0,-1,0,-103,1,-3,40,13
0,0,-7233,-1,-1,-1,0,30,1,4,-8,-24
1,1,9403,1,0,1,0,-2,-5,-7,-4,4
1,1,7785,1,0,1,0,-4,-3,-5,68,22
1,1,-215,0,1,-2,0,2,2,-8,32,50
1,1,-3071,-1,0,0,0,-5,-2,2,-5,13
1,1,-3490,0,0,0,0,-37,4,-1,-18,8
1,1,3413,0,0,-1,0,23,0,-2,-18,-48
0,0,2397,-2,0,0,0,-11,0,3,-20,-30
1,1,8896,1,1,2,0,-106,5,-7,77,-52
0,0,-4441,-2,0,-1,0,-81,-2,5,21,-31
0,1,4466,0,0,2,0,-7,-1,-1,32,7
0,0,2316,-2,0,-1,0,5,2,-2,17,-16
1,1,-3142,-2,1,0,0,1,2,5,-53,-7
1,1,13774,-1,0,2,0,-2,-2,-3,37,3
0,0,-3271,0,0,-2,0,-2,-4,7,-28,-36
0,0,-16671,-2,0,-4,0,-11,-2,6,-113,-9
0,0,-4884,-2,0,0,0,4,2,-2,-10,-6
1,1,7844,0,0,3,0,3,3,-6,59,24
0,1,8933,1,0,0,0,38,1,-3,12,30
0,1,-1466,1,0,-1,0,16,3,3,-40,-24
0,0,-2364,0,0,0,0,-8,1,3,-41,-1
0,0,-849,0,0,-1,0,-8,1,-1,-55,7
1,1,6417,2,0,1,0,-4,3,-5,44,7
0,1,4670,0,0,1,0,-2,-1,-7,29,28
0,0,-1681,0,0,1,0,17,1,-4,8,4
0,0,-9458,0,0,-2,0,3,3,6,-50,-6
0,0,-18011,-2,-1,-4,0,-116,2,8,-87,-20
1,1,6745,1,0,1,0,-80,-2,1,-1,36
1,0,2781,-2,0,1,0,5,1,1,55,-7
0,0,-5893,0,0,-2,0,8,4,0,-20,-27
1,1,2210,-1,0,1,0,-2,-1,-4,11,3
0,0,-13625,1,0,-1,0,-3,-3,6,-121,14
0,1,14418,1,0,0,0,-89,-1,-6,20,-8
1,0,-8776,-2,0,-1,0,17,-5,-2,7,-13
1,0,5202,2,0,-1,0,21,1,5,59,44
1,0,-6237,0,0,-1,0,-5,2,2,9,-5
0,0,-3676,-2,0,-1,0,-2,-3,0,-36,-4
0,1,2566,2,0,0,0,5,-2,4,50,18
1,0,-3306,2,0,3,0,-5,0,-10,-12,36
1,0,-5596,-1,0,0,0,-1,1,2,-27,16
1,0,1723,2,-1,-2,0,18,1,8,0,0
0,0,1653,-2,0,-1,0,2,-3,4,33,-20
0,0,-10042,-2,0,0,0,-8,-3,-2,-27,1
0,0,-2668,-1,0,0,0,-3,-5,1,-33,40
0,0,-12069,-2,0,-1,0,-15,-2,6,41,16
1,1,11506,2,0,1,0,9,-1,-5,25,-5
1,1,7554,-1,0,-1,0,17,5,2,-20,12
0,1,-298,1,0,0,0,-13,-4,5,-38,-26
0,0,-12178,0,0,-2,0,-10,-5,4,-47,0
1,0,-8075,-2,-1,-1,0,6,1,3,-64,-36
1,1,-781,2,0,1,0,2,-4,-6,-27,-4
1,1,9268,-1,1,-1,0,13,-3,0,-19,9
1,1,3668,1,0,1,0,4,3,-5,62,12
0,1,9782,-1,0,0,0,34,-2,2,-23,19
0,1,-1740,0,0,0,0,-3,0,4,-46,-8
1,0,-5682,0,1,-2,0,5,1,0,8,11
1,1,-2232,1,0,0,0,4,-1,2,40,9
0,0,-8821,1,0,1,0,-1,-2,6,-9,-16
0,0,-15891,2,0,0,0,5,-3,5,-48,24
1,0,-13229,-2,0,-3,0,4,-3,11,-83,-25
0,0,-2253,-2,0,0,0,-1,-6,4,31,19
1,0,3093,0,0,-1,0,310,3,2,-43,-34
0,1,-4362,-2,1,-2,0,6,-2,4,-61,-19
0,0,1437,2,0,-2,0,-10,-1,8,-66,-20
0,0,648,1,1,2,0,-4,0,-6,60,-8
0,1,15328,2,0,1,0,51,4,-9,112,2
0,0,-3621,0,0,0,0,-68,-3,1,-33,32
1,1,11825,0,1,0,0,-6,2,5,53,47
0,0,79,1,0,1,0,-3,2,-6,68,3
1,1,6447,0,0,2,0,23,2,-7,-20,32
1,1,2445,1,0,-1,0,-13,-2,2,-17,-17
1,1,9451,1,1,1,0,7,1,-8,46,15
0,1,-1258,2,0,0,0,-17,-1,1,-8,8
0,1,7866,0,0,1,0,120,-3,-6,-1,6
1,1,6676,0,0,-2,0,-1,-4,1,34,28
1,1,-4947,-1,-1,-1,0,-6,3,-5,22,22
1,0,3419,-2,0,0,0,-5,-1,2,20,29
0,1,112,0,1,2,0,20,3,-2,-17,-19
1,0,-4056,0,0,-1,0,-112,2,5,-22,-24
0,1,7342,0,0,2,0,5,0,-8,52,35
1,1,-3183,2,0,0,0,-67,-2,-8,36,20
1,0,-5798,0,0,0,0,0,1,3,-26,12
1,1,10148,1,0,0,0,10,1,0,67,21
1,0,-13742,-1,-1,-2,0,6,-1,4,-70,-13
1,1,3934,2,1,2,0,-12,1,-4,51,-12
0,1,4380,1,0,-1,0,-12,-7,3,-1,-35
0,1,564,0,0,1,0,-7,-1,-7,22,48
1,1,-13884,-1,0,0,0,-7,-2,3,-29,-22
0,1,-8263,2,0,0,0,-55,1,-3,29,-2
0,0,5532,-1,0,0,0,8,-2,1,-39,35
1,1,9321,-1,0,0,0,65,-1,4,-27,24
1,0,-684,0,0,0,0,4,2,-3,-21,1
0,1,2824,0,0,-1,0,-6,-2,6,-13,-23
0,1,-606,2,0,1,0,-51,0,-1,-5,-2
1,1,-272,2,0,1,0,140,-5,4,23,-12
0,0,-6175,2,0,-2,0,2,1,6,-58,-12
1,1,-4554,2,0,1,0,-4,3,-2,3,-15
0,0,-6781,0,0,0,0,36,1,0,-49,20
1,1,-2290,0,1,2,0,-2,-3,-4,104,8
0,0,820,1,0,0,0,13,-2,4,19,-5
0,0,-1444,1,0,0,0,-2,-2,2,-61,-20
0,1,-4221,2,0,-2,0,-13,-4,1,31,12
0,1,-8646,2,0,-2,0,14,-1,5,-25,3
1,1,-3065,0,0,0,0,-240,-5,-4,-23,-48
1,1,9015,-1,0,1,0,43,-3,-2,30,-3
1,1,3809,1,1,0,0,-3,-6,-3,32,-5
1,1,-6636,-1,0,0,0,0,6,-2,-6,-24
0,0,-765,2,0,-1,0,13,5,-4,-46,-24
1,1,-1054,2,0,-1,0,-6,-4,4,53,-12
1,1,-2143,0,0,0,0,13,3,-6,5,9
1,0,-2370,-2,-1,-2,0,27,3,2,-39,-58
0,0,-10865,-2,1,-1,0,2,3,3,22,-13
0,1,1059,2,0,-2,0,204,-2,2,-10,40
0,0,-12291,-2,0,-1,0,10,-4,4,-27,-40
0,0,2548,0,0,0,0,25,0,1,39,20
1,0,-25,0,0,0,0,-1,1,-3,-27,-4
1,0,-6156,0,0,0,0,-3,1,1,60,-14
1,1,-593,-1,0,0,0,47,-4,3,25,9
0,0,-5104,-2,0,0,0,16,-5,2,2,12
0,0,-794,1,0,-2,0,6,1,6,-35,-8
0,1,5104,-1,1,-1,0,2,0,-2,-43,33
1,1,708,1,0,-2,0,-6,-2,6,-49,17
0,0,-943,-2,0,-1,0,25,2,-4,35,-6
0,1,-672,2,0,0,0,-232,-1,3,12,-20
0,0,842,-2,1,0,0,19,6,-1,5,20
1,1,9681,2,0,-2,0,62,-3,-1,2,-20
0,0,-11321,-2,0,-1,0,10,-3,8,-11,-15
1,1,6157,2,0,1,0,1,-3,-5,30,-8
1,1,9923,1,0,1,0,8,1,-4,60,-8
1,1,8836,2,1,0,0,38,4,8,-69,-34
0,1,456,1,0,0,0,-3,3,0,60,-6
1,0,2413,-1,0,-1,0,0,1,3,-26,12
1,0,-7211,1,0,-2,0,-44,-1,6,-45,0
0,0,-5074,0,0,-2,0,8,2,3,-62,-15
0,1,-4903,-1,0,-2,0,3,0,4,-12,14
0,0,-4090,0,0,-1,0,0,3,-1,-54,35
1,1,-8010,-1,0,-1,0,4,0,-2,-14,-19
0,1,-8673,0,0,0,0,-4,4,0,-11,104
0,1,5969,0,0,0,0,281,1,1,38,-24
0,0,-11932,1,0,-1,0,-4,-3,5,-48,13
1,1,5315,-1,0,2,0,-3,-1,-10,16,8
0,0,-3872,1,0,1,0,0,2,-5,-10,11
1,1,-3726,-2,0,1,0,6,5,-1,34,-24
1,0,-11760,0,0,0,0,-10,-3,4,-14,4
1,0,-840,-2,0,-1,0,3,1,4,-8,0
0,0,-2208,1,-1,-1,0,44,4,7,-55,5
1,1,3379,-1,0,2,0,-5,1,-4,-46,-12
1,1,-1221,1,1,0,0,2,0,-2,6,17
0,0,-9978,1,0,-1,0,-13,-1,4,-77,0
1,1,11157,0,0,0,0,-28,-5,1,42,-20
0,1,1272,2,0,1,0,-5,-6,3,-15,10
1,0,-3550,2,-1,-1,0,0,-4,2,-5,40
0,1,6303,0,0,0,0,-53,-2,-1,100,3
0,0,-4431,0,0,-2,0,-1,-3,-1,2,32
0,0,-3501,-1,0,-1,0,-60,2,1,-18,-9
1,1,1347,2,0,1,0,1,3,0,40,8
1,0,-13030,-2,-1,-3,0,13,0,9,-54,-32
0,0,5784,-2,1,-3,0,-71,-3,-4,40,29
1,0,-3091,-1,0,-2,0,5,-1,7,-54,-12
0,1,3045,2,0,0,0,45,6,2,-31,6
1,1,475,0,-1,2,0,-136,2,-8,36,7
0,1,4928,1,0,-1,0,-7,-5,-4,1,1
0,0,-7059,-1,0,-2,0,5,-1,8,-81,-36
1,1,7499,-1,0,-1,0,1,2,1,82,-5
1,1,3653,0,0,1,0,-2,0,-5,39,7
0,1,-14808,0,0,-1,0,3,-2,-1,31,12
0,0,-14680,-2,-1,-2,0,-6,0,6,-80,-48
1,0,-3539,-2,0,0,0,4,3,5,-52,-12
1,1,3852,-2,0,-1,0,-64,-5,2,35,-2
0,0,-9165,0,0,-1,0,20,1,2,-6,-16
1,1,5484,1,0,1,0,34,2,3,52,25
1,0,1947,0,0,-2,0,-2,1,9,-2,-1
0,0,-8644,-2,0,-1,0,10,6,-2,-15,23
0,1,4733,0,0,1,0,5,2,-4,11,28
1,1,-116,0,1,0,0,181,1,1,-72,16
1,0,-14283,-2,0,-2,0,15,-3,8,-50,-27
0,0,4500,1,0,0,0,-35,1,3,11,-17
1,1,4046,2,1,1,0,-2,-1,-3,15,4
1,1,4807,0,-1,-1,0,123,1,5,24,-28
1,1,2886,1,0,1,0,7,1,-4,11,-12
1,0,4686,0,0,-1,0,2,2,1,-50,8
1,1,5164,2,1,1,0,111,2,3,73,3
0,0,-14224,-2,0,-1,0,-10,-3,6,-38,-8
1,1,1392,-1,0,-1,0,-15,-3,1,26,-12
1,1,-16,-1,1,0,0,-1,1,-4,21,0
0,0,-4313,-2,0,-1,0,49,-1,5,-73,8
0,0,-11292,-2,0,-3,0,-123,2,7,-108,-48
1,0,3480,-1,0,-1,0,2,-1,8,-44,-28
0,1,-1336,-1,0,2,0,56,-1,5,-1,-3
0,1,5457,2,0,0,0,-2,0,1,9,15
0,1,-3407,2,0,0,0,-4,-1,1,-15,12
1,0,-5025,2,0,0,0,16,1,0,-57,-10
1,1,3887,2,1,0,0,8,0,1,47,24
0,0,-8586,-1,0,0,0,-2,-1,5,-33,-20
1,1,4800,0,0,1,0,-11,3,-2,-7,24
0,1,1948,-2,0,1,0,-2,-3,-5,-14,21
1,1,5832,1,0,2,0,48,3,-5,14,5
1,0,-6125,2,-1,-2,0,3,-1,10,-13,8
1,1,-1552,2,0,0,0,13,2,-11,26,-6
0,0,1311,-1,0,0,0,6,1,0,-22,-40
1,0,-7495,-1,0,0,0,-28,0,4,41,11
1,1,2679,1,0,1,0,-65,2,-6,33,13
0,1,-4732,0,0,0,0,4,3,3,-81,-16
1,1,-1666,-2,0,1,0,9,-1,-6,-29,36
0,0,-21584,-2,0,-5,0,-28,-1,10,-105,-46
1,0,7218,1,0,1,0,-7,-2,-1,9,24
0,1,-5892,0,1,-1,0,6,1,4,0,7
0,0,-5869,-1,-1,-1,0,-2,3,8,-16,10
1,1,15116,2,0,0,0,9,2,-5,69,13
1,1,-5121,1,0,0,0,-104,-4,1,7,-4
0,1,-807,0,0,0,0,-1,-2,3,-31,0
0,1,954,2,-1,0,0,-127,1,1,55,13
1,0,-1015,-1,0,-2,0,0,-3,6,-35,-28
1,0,4894,-1,0,1,0,-5,0,1,21,-20
0,0,-16879,-2,-1,-5,0,1,1,7,-48,-44
0,0,-13033,-2,1,-3,0,-9,0,3,-6,-32
0,0,-7076,0,-1,-2,0,4,1,1,-26,-56
1,0,-6285,2,0,-1,0,-4,5,3,-34,1
0,0,-4567,-1,0,-1,0,6,-4,5,-73,4
1,0,2960,1,0,-2,0,0,-1,-4,16,4
1,0,-6248,-2,0,0,0,-102,0,6,-100,-33
0,0,-7443,-2,1,-1,0,0,-2,3,-45,2
0,0,-2635,-2,0,-1,0,5,3,-4,-15,-8
0,0,-1866,0,-1,-1,0,22,5,5,-9,-62
1,1,858,0,-1,0,0,-7,-4,-4,83,-6
0,1,-6483,0,0,0,0,-1,-4,-3,19,32
1,1,3761,0,0,2,0,40,-2,-10,33,-4
1,0,-28,-2,1,0,0,-32,1,-1,40,-7
0,1,-2171,0,1,-1,0,-17,-5,1,-32,34
0,1,366,2,0,3,0,10,2,-9,86,61
0,0,-1188,1,0,0,0,-3,-3,5,26,6
1,0,-14330,-2,0,-4,0,-5,1,8,-87,-45
1,0,2069,1,0,0,0,-80,-4,-2,2,-24
1,1,-1500,0,0,-2,0,-55,-2,3,-1,-3
1,0,-4063,-2,0,-1,0,57,-2,7,-27,-68
1,1,-4246,0,0,-1,0,35,0,6,-73,-16
0,0,-1149,2,0,0,0,-51,2,0,-11,-3
0,0,-6072,-2,0,-3,0,-48,-2,3,-6,-43
0,1,8672,0,-1,0,0,-62,-4,-1,-8,-24
0,0,-8810,-2,0,-2,0,4,1,6,-42,-44
1,0,381,0,0,-1,0,-1,1,4,8,-24
1,1,-238,2,0,0,0,-103,3,1,-37,15
1,1,9244,0,0,2,0,7,1,-7,-3,29
1,1,7257,0,-1,2,0,-3,-1,-9,76,20
0,0,-7773,-2,0,-1,0,56,-1,3,-45,25
1,1,1361,-2,0,0,0,-29,5,-3,14,-8
0,0,1301,-2,1,0,0,-73,1,-2,-4,-23
0,0,-4851,0,0,-2,0,-15,-3,-2,-59,7
0,0,-14549,-2,0,-2,0,5,2,1,-20,36
1,0,1180,0,1,0,0,218,1,2,0,-12
1,1,3158,1,0,0,0,0,2,3,32,10
0,0,-13857,-2,0,-2,0,9,6,2,-49,8
1,1,-5248,2,0,-2,0,6,4,0,-22,-1
0,1,-8198,-2,0,0,0,1,0,2,-14,7
0,1,6040,1,0,1,0,-12,-2,-1,14,13
1,0,-1770,0,0,-2,0,-69,-3,5,-3,37
1,1,6034,0,0,0,0,2,1,-2,11,-5
0,0,-4911,-2,0,-1,0,3,-4,5,-38,-12
1,0,9173,2,0,-1,0,-105,5,-4,23,-2
1,0,509,-2,-1,-1,0,-94,4,-1,52,-8
0,1,4338,2,0,1,0,4,-4,2,-11,16
1,1,-9466,-1,0,0,0,1,5,3,31,-44
1,0,-7553,0,0,0,0,-1,-1,2,-35,16
1,0,-7120,-2,0,-1,0,-10,-1,3,-37,-2
0,1,-562,-1,0,2,0,0,2,-8,-9,16
1,1,6676,0,0,1,0,-8,2,-2,25,22
1,0,-13880,0,-1,0,0,-1,-4,5,-45,-8
1,1,6731,1,0,1,0,51,1,1,-10,16
0,0,-5583,-2,0,-1,0,-9,-3,2,-13,-22
0,0,4179,-2,0,-1,0,9,-2,6,1,-8
1,0,8195,2,0,1,0,5,1,1,10,9
0,0,-7500,1,0,0,0,0,-3,-3,-5,-2
0,0,-2228,-2,0,-1,0,4,3,0,27,8
1,1,9779,1,0,0,0,1,2,-6,9,11
1,1,12364,2,0,1,0,4,1,-5,25,36
1,1,555,2,1,1,0,-1,4,-6,35,59
1,1,5113,2,0,1,0,44,2,-2,35,-1
0,1,-2611,-1,0,-1,0,28,-2,5,-49,-25
0,1,14335,-1,0,-2,0,-1,-3,-4,3,-8
1,0,5996,0,0,-2,0,-18,0,3,25,-27
1,1,5103,2,0,5,0,-9,0,-10,102,52
1,1,2261,2,1,2,0,-1,2,-2,-32,31
1,0,2767,2,-1,0,0,-1,5,-1,29,-17
1,0,1291,2,0,-3,0,49,6,2,-24,-39
1,0,16701,0,-1,1,0,1,3,1,26,32
0,0,-7370,-2,1,-1,0,-9,-4,7,8,-20
1,0,7230,1,1,-1,0,-10,-1,-1,-8,7
1,1,11295,2,0,1,0,-2,0,-6,49,23
1,0,-15812,2,1,-3,0,6,2,9,-96,-20
1,0,-5740,-2,0,-1,0,-8,3,1,-36,-27
0,0,8547,-1,0,0,0,3,3,3,44,-10
1,0,4981,-2,0,-1,0,-5,0,1,5,56
1,0,-5086,-1,0,-1,0,1,3,-3,50,2
1,1,5695,2,0,1,0,-9,1,-8,82,37
1,1,-91,-1,0,1,0,7,1,-5,18,-3
1,1,8540,-2,0,-3,0,-3,-3,5,-23,4
0,1,6006,2,0,3,0,59,3,-9,39,57
0,1,-1427,-2,0,-1,0,-3,2,1,43,8
1,1,6333,-2,0,-1,0,1,-2,-1,45,-32
1,0,-10836,2,-1,-2,0,6,1,8,-36,-19
0,0,6672,2,0,-3,0,18,-1,-1,-8,-12
1,1,8140,-2,0,1,0,22,-1,0,-14,4
1,1,7790,2,1,3,0,4,-2,-13,2,61
0,0,-9820,-1,-1,-2,0,16,-2,6,-67,-1
1,1,-1709,-1,0,1,0,2,2,-4,40,17
1,1,15281,2,0,2,0,5,4,-5,57,32
1,1,-4096,-1,-1,-1,0,4,-3,1,-8,-25
1,0,1587,1,-1,0,0,5,-6,-3,7,0
1,0,-4210,-1,-1,-1,0,-6,-4,0,-37,-14
0,0,-7113,-2,0,-2,0,39,0,7,-48,-58
1,0,-4799,1,0,-4,0,7,5,4,-61,-33
1,0,3860,1,0,1,0,129,1,3,57,6
1,1,7104,2,0,1,0,-1,0,0,-63,17
0,1,5811,2,0,-1,0,16,1,2,7,-1
0,0,-20112,-2,0,-1,0,-6,-2,7,-80,6
1,0,1931,1,0,-2,0,5,3,7,12,12
1,1,1012,-1,0,1,0,-32,-4,-1,-35,20
1,1,-937,0,0,2,0,49,2,-6,35,8
1,1,7104,-1,0,0,0,-4,-1,-1,4,-3
1,1,17793,0,1,2,0,0,-2,-9,15,-4
0,0,812,-2,-1,-1,0,12,-2,2,27,15
0,1,5330,-2,0,0,0,16,-2,-1,-43,28
1,1,5817,0,0,1,0,9,1,0,-27,13
0,1,-2748,0,0,-1,0,7,0,5,-58,21
1,0,-7325,-2,0,0,0,-21,-5,-1,41,-28
1,1,9513,-2,0,-2,0,-2,-2,-1,-70,-6
1,0,-2101,0,-1,0,0,-5,-3,4,-41,-28
1,1,2327,-2,1,-1,0,-8,-3,2,15,11
0,0,-9379,0,0,-1,0,-32,-2,1,-56,-8
0,1,-6221,2,0,-2,0,-65,-3,6,-28,-21
1,0,6045,2,0,-1,0,2,-5,6,17,15
0,0,-2451,-1,0,0,0,-1,3,-1,-70,7
1,1,-582,0,0,0,0,0,2,3,-3,3
0,0,-1812,0,0,0,0,-7,-4,5,-45,-16
1,1,-9605,-2,0,-1,0,0,-1,5,0,-20
1,0,-1691,0,1,1,0,35,3,-1,-17,-13
1,0,437,0,0,-1,0,-1,-2,-2,2,-6
0,0,209,1,0,2,0,4,2,-8,22,11
1,1,6455,1,0,0,0,5,-1,-4,3,7
1,0,-2727,-2,0,0,0,4,3,7,-20,-16
1,0,-5288,0,0,-2,0,2,2,8,-136,-18
0,0,-15894,-2,-1,-4,0,-18,-3,3,-63,-60
0,1,-6833,2,0,0,0,151,-6,0,27,3
0,1,6223,-2,0,-1,0,-103,3,6,71,43
0,0,-7430,-2,0,-2,0,2,-2,7,-15,16
0,0,3853,0,0,0,0,18,-1,-2,22,-36
1,1,2533,1,0,-1,0,10,1,-3,63,16
1,0,-14561,-1,0,-1,0,-12,-2,5,-17,18
0,0,-4460,2,-1,-3,0,-7,-4,4,-12,-18
1,1,9292,1,1,1,0,24,0,-1,-7,3
0,0,7374,0,0,1,0,-2,4,0,57,4
0,1,19480,1,0,0,0,1,-6,1,10,8
0,0,724,-1,0,0,0,-3,3,1,16,-18
1,1,-6864,2,-1,0,0,0,2,5,1,-26
0,0,-7417,-1,0,-2,0,-57,0,5,-15,-22
1,1,2275,1,0,2,0,-18,2,-13,64,-13
1,1,-100,-2,1,1,0,-14,-5,-1,8,32
0,1,12968,2,0,0,0,6,3,-1,14,17
0,0,-917,0,0,1,0,14,-6,-3,40,-1
0,1,1799,0,0,-1,0,-100,-1,2,9,59
1,1,1642,2,0,2,0,10,-1,-8,-8,28
1,1,-3183,2,0,2,0,-7,0,-4,-21,3
0,0,-2365,-1,0,1,0,4,-2,-7,-40,-25
1,1,7669,2,0,-1,0,-13,-4,-3,31,17
0,0,1669,0,0,2,0,36,3,-4,23,0
0,0,-3320,1,0,0,0,-1,8,3,-26,34
0,0,-10620,0,1,-1,0,-4,0,1,-24,24
1,0,-6586,-2,-1,0,0,-119,0,5,-25,-46
1,1,10061,-1,0,2,0,4,-1,-2,17,-12
1,0,-4049,-2,-1,-2,0,7,1,8,-45,-14
1,1,3878,0,0,-2,0,39,4,-1,65,-32
0,0,5293,1,0,2,0,8,3,1,81,15
0,0,-18547,-1,-1,-2,0,-73,-1,-1,-13,-11
0,0,-31,-2,0,-1,0,8,-1,5,-4,54
1,0,-7471,1,0,-1,0,19,0,3,-64,28
0,0,8975,0,0,0,0,1,4,-2,67,-20
0,0,1587,2,0,0,0,-6,2,1,0,-16
1,1,7461,1,0,3,0,3,-2,-6,94,-13
1,1,7170,2,0,2,0,11,5,-8,28,24
1,1,-388,0,-1,1,0,0,-2,-3,42,8
0,1,-1085,2,0,0,0,3,2,6,-37,-8
1,1,4820,2,0,1,0,9,-4,-4,-2,6
1,0,-3751,0,0,0,0,7,-3,5,-21,12
1,1,6418,2,0,2,0,146,0,-4,6,26
0,0,-2306,-1,0,0,0,46,-2,2,64,9
1,1,795,0,0,-1,0,4,-2,-3,21,-8
0,1,8278,-1,1,-1,0,-15,-4,-1,-14,18
1,0,-9534,1,0,0,0,0,1,-1,-15,-4
0,0,-9575,-1,0,-3,0,10,3,8,-56,-9
0,1,-16219,-2,0,0,0,-5,-2,-1,-34,-8
0,1,437,-2,0,-1,0,39,1,-2,-13,0
1,1,10886,0,0,2,0,18,5,-10,-21,10
0,0,1108,0,0,0,0,-17,0,-4,-13,28
1,0,5786,-1,0,-1,0,-8,-2,-1,23,18
0,0,-3408,-1,0,-1,0,-42,1,1,-28,-16
0,0,-10162,-2,0,-2,0,250,1,3,30,-49
1,1,9385,2,0,1,0,9,4,-9,40,15
0,0,-13076,-2,0,-5,0,4,1,9,-73,-67
0,0,-9238,-2,0,-1,0,-4,-2,4,-49,-4
1,1,3305,-1,0,0,0,0,-3,-2,42,-22
0,1,648,0,0,0,0,-1,-4,-2,-1,4
0,0,-3332,0,0,-1,0,-6,1,4,11,-8
0,1,2961,0,0,0,0,20,4,1,-17,-10
0,0,-2136,2,0,-2,0,6,1,7,-49,28
0,1,1198,0,0,2,0,-17,1,0,58,-16
1,1,-3484,0,0,1,0,5,-3,-5,7,-32
1,1,5028,2,0,1,0,4,4,-3,53,74
0,0,-11906,-2,0,-3,0,-12,-4,8,-56,-34
1,1,16338,0,0,4,0,13,-1,-12,75,50
1,1,13606,-2,0,1,0,-67,-3,2,54,-12
1,0,-8811,-2,0,-1,0,0,2,2,-49,-1
0,0,-6120,0,0,-2,0,47,0,4,-3,4
1,0,-646,0,0,-1,0,-9,-8,1,-30,9
1,0,11816,1,0,1,0,9,2,-2,3,-4
1,1,-4408,2,0,-1,0,1,-1,6,-41,20
0,0,-15417,-1,0,-3,0,-362,0,7,-44,-24
1,0,1047,0,0,0,0,5,3,-3,-8,12
1,0,-12260,-2,0,-2,0,52,0,4,-28,-17
0,0,1261,1,1,-1,0,21,2,-4,-18,0
1,0,-7299,1,0,0,0,-3,0,1,-7,-29
0,0,-10498,-2,0,0,0,-273,-2,0,37,8
0,0,-3735,-1,0,0,0,-1,0,1,-31,-16
1,0,2736,-2,1,0,0,-9,-3,-2,-62,40
1,1,13273,1,0,5,0,54,4,-16,99,34
0,0,7511,-2,0,1,0,10,3,-1,19,12
1,1,11294,0,0,0,0,111,3,0,22,15
0,1,-3408,-2,1,-1,0,-80,-3,-5,44,-20
0,0,-3713,-2,1,-2,0,3,0,2,-45,-12
1,0,-14890,-2,0,-1,0,-56,1,3,-92,-12
0,1,-5499,1,0,0,0,-11,0,5,22,12
1,1,-1201,0,1,-4,0,-119,0,3,57,12
0,0,-864,-1,-1,-2,0,-21,3,2,-37,12
1,1,14501,1,0,0,0,10,6,-3,59,-24
0,1,190,-2,0,2,0,-206,2,-9,49,39
0,0,3414,-1,0,-1,0,10,-4,2,-11,20
1,0,-7465,-2,0,-1,0,-16,-2,4,-25,-7
1,1,5747,-2,0,0,0,4,0,-4,66,0
0,0,-5951,0,0,0,0,107,0,2,-34,-18
0,0,10254,2,1,-1,0,-2,-2,7,-48,17
1,1,3475,2,1,1,0,6,-2,-4,-10,20
0,0,-8742,-2,0,0,0,6,2,4,-47,-16
0,1,6750,-2,0,-1,0,128,-3,3,-7,-9
1,1,8713,2,0,1,0,-5,0,-4,85,32
1,0,5083,-1,0,0,0,14,4,0,46,-4
1,1,2905,0,0,-1,0,-13,2,2,30,-16
0,0,-4690,-1,1,-1,0,-173,-4,3,-34,38
0,1,7543,0,0,0,0,-3,-1,4,-23,-8
0,1,6989,1,0,-1,0,0,0,5,-28,4
1,1,5594,1,1,-2,0,2,-1,5,20,2
0,1,-13472,-2,0,-1,0,-1,-1,-2,-36,-21
0,0,-9957,-1,-1,-4,0,-7,-5,0,-66,-22
1,0,-6446,-1,0,-1,0,-2,-2,3,-4,0
