blueTeamTotalKills,blueTeamDragonKills,blueTeamHeraldKills,blueTeamTowersDestroyed,blueTeamInhibitorsDestroyed,blueTeamTurretPlatesDestroyed,blueTeamMinionsKilled,blueTeamTotalGold,blueTeamXp,redTeamWardsPlaced,redTeamTotalKills,redTeamDragonKills,redTeamTowersDestroyed,redTeamInhibitorsDestroyed,redTeamMinionsKilled,redTeamJungleMinions,redTeamTotalGold,redTeamXp,redTeamTotalDamageToChamps,blueWin
9,1,1,0,0,4,372,-1,-1,26,15,1,0,0,299,106,0,-1,-1,1
10,0,0,0,0,9,308,-1,-1,23,13,1,0,0,365,92,0,0,0,1
23,1,0,0,0,7,353,2,1,24,7,1,0,0,357,96,-1,-1,-2,1
5,0,0,0,0,5,343,-1,0,119,16,2,0,0,318,102,0,-1,0,0
13,1,0,0,0,8,272,0,-2,19,20,1,0,0,343,72,1,0,2,0
11,1,0,0,0,7,360,-1,0,19,12,0,0,0,372,83,0,1,1,1
18,0,0,0,0,5,332,0,-1,167,13,2,0,0,330,104,0,-1,0,1
11,2,1,0,0,2,364,0,1,28,2,0,0,0,365,32,-2,-2,-2,1
10,0,0,0,0,6,337,-1,-2,24,25,2,0,0,340,86,1,1,1,0
9,1,0,0,0,3,371,-1,0,27,11,1,0,0,343,94,-1,0,-1,0
15,2,0,0,0,4,349,1,0,30,7,0,0,0,299,83,-1,-2,-1,1
11,2,0,0,0,4,373,0,1,30,11,0,0,0,355,103,0,1,0,1
11,0,0,0,0,7,351,0,-1,27,14,1,0,0,293,76,0,-1,0,1
12,2,0,0,0,9,315,1,0,24,11,0,0,0,335,98,-1,0,-1,0
15,1,0,0,0,8,330,0,-1,29,18,0,0,0,376,88,1,1,1,1
26,0,0,0,0,3,397,3,2,22,12,0,0,0,300,66,-1,-1,0,1
8,2,0,0,0,3,367,-1,0,200,7,0,0,0,382,76,-1,0,-1,1
14,1,0,0,0,3,397,0,2,17,0,0,0,0,343,66,-3,-2,-3,1
18,1,1,0,0,5,336,1,0,25,15,1,0,0,287,112,0,0,0,0
5,1,0,0,0,12,276,-2,-2,23,22,1,0,0,353,96,3,1,1,0
10,2,0,0,0,4,366,-1,0,25,12,0,0,0,388,84,0,0,0,0
15,2,0,0,0,6,368,0,0,26,9,0,0,0,350,71,-1,-1,-1,1
17,1,0,0,0,9,338,0,1,26,22,1,0,0,357,73,1,2,2,1
21,2,0,0,0,4,357,2,0,31,17,0,0,0,285,68,0,-2,0,1
10,0,0,0,0,12,300,0,0,24,17,2,0,0,413,98,1,2,0,0
12,2,0,0,0,3,403,0,1,31,8,0,0,0,317,78,-1,-1,-1,1
12,0,0,0,0,12,318,-1,-1,135,20,1,0,0,330,74,1,0,1,0
14,1,0,0,0,7,368,1,0,27,14,1,0,0,358,106,0,0,1,1
15,1,0,0,0,3,394,2,2,200,10,1,0,0,341,76,-1,-1,0,1
13,1,0,0,0,8,310,0,0,22,17,1,0,0,382,99,1,1,0,0
10,2,0,0,0,7,336,-1,0,154,3,0,0,0,374,99,-1,0,-2,1
9,0,0,0,0,6,279,-2,-1,20,17,1,0,0,384,96,1,2,0,0
11,0,0,0,0,5,343,0,0,26,14,1,0,0,349,89,0,0,0,0
17,1,0,0,0,4,362,1,1,28,15,0,0,0,368,76,0,0,0,1
16,0,0,0,0,5,379,1,0,93,6,1,0,0,338,80,-1,-1,-1,1
12,1,0,0,0,6,343,0,0,28,10,0,0,0,348,80,-1,0,0,0
20,1,0,0,0,5,357,1,1,29,19,1,0,0,354,76,1,0,2,1
6,0,0,0,0,9,361,-1,1,74,13,2,0,0,399,100,0,2,0,1
6,0,0,0,0,3,308,-2,-1,58,17,2,0,0,359,87,1,1,1,0
5,0,0,0,0,11,320,-1,-1,26,13,1,0,0,387,89,1,1,0,0
7,0,0,0,0,7,317,-1,-2,30,19,2,0,0,354,78,1,0,1,0
13,1,0,0,0,4,359,0,0,28,15,0,0,0,372,78,0,1,1,1
15,2,0,0,0,6,306,0,-1,27,16,0,0,0,412,77,1,1,1,0
16,0,0,0,0,9,288,0,-1,26,19,1,0,0,325,76,1,-1,1,1
14,1,0,0,0,8,355,0,-1,31,11,1,0,0,392,107,1,0,0,1
21,0,1,0,0,6,340,1,1,25,18,2,0,0,336,114,1,1,1,1
15,0,1,0,0,7,347,1,1,29,10,2,0,0,323,88,0,0,0,0
14,1,0,0,0,8,360,0,0,36,16,1,0,0,388,86,0,1,0,0
16,2,0,0,0,1,366,0,0,31,12,0,0,0,290,76,-1,-1,0,1
5,1,1,0,0,5,366,-1,0,26,7,1,0,0,388,93,-1,1,-1,0
6,0,1,0,0,5,363,-1,0,24,12,2,0,0,362,84,-1,0,-1,0
14,0,0,0,0,9,346,0,1,24,12,2,0,0,337,104,0,1,1,0
6,0,0,0,0,2,394,-1,0,39,6,1,0,0,345,60,-2,-1,-1,1
11,0,0,0,0,10,346,0,1,200,15,1,0,0,362,80,1,0,-1,1
5,0,0,0,0,9,364,-2,0,31,16,1,0,0,385,96,1,1,0,0
15,1,0,0,0,7,338,0,1,30,20,1,0,0,328,63,1,0,1,1
15,0,0,0,0,7,340,0,0,22,10,1,0,0,326,90,0,0,0,1
13,0,0,0,0,6,336,0,0,20,14,2,0,0,348,85,0,0,1,0
20,0,0,0,0,8,311,2,1,100,14,1,0,0,359,91,1,1,1,0
9,0,0,0,0,3,366,0,0,28,10,1,0,0,378,100,0,1,0,0
14,1,0,0,0,7,334,0,0,26,13,0,0,0,322,80,0,0,0,0
24,2,0,0,0,3,354,2,1,30,15,0,0,0,355,89,0,0,1,1
7,0,1,0,0,6,339,-1,-1,25,18,2,0,0,378,82,1,1,1,0
7,0,1,0,0,3,329,-1,-1,143,11,1,0,0,328,94,-1,0,-1,0
11,0,0,0,0,7,348,0,0,38,14,2,0,0,358,116,1,0,-1,0
19,2,0,0,0,10,278,1,0,150,13,0,0,0,362,72,1,0,1,0
12,2,0,0,0,5,402,1,1,26,9,0,0,0,322,81,-1,0,0,0
15,1,0,0,0,3,358,1,1,24,12,1,0,0,317,72,-1,-2,-1,0
14,0,0,0,0,8,392,1,1,32,12,2,0,0,331,102,0,0,0,1
13,0,0,0,0,8,343,0,-1,22,20,0,0,0,375,75,1,1,1,0
10,0,0,0,0,8,313,-1,-1,28,22,2,0,0,335,85,2,1,0,0
14,0,0,0,0,10,317,0,0,19,18,1,0,0,370,100,1,1,1,0
10,0,0,0,0,10,372,-1,0,33,10,1,0,0,424,93,1,1,-1,0
11,1,0,0,0,4,361,0,0,22,11,0,0,0,303,90,0,-1,-1,1
5,1,0,0,0,7,366,-1,-1,39,16,1,0,0,375,90,1,1,0,0
8,2,0,0,0,5,339,-1,0,200,8,0,0,0,365,83,-1,0,-1,0
6,1,0,0,0,11,322,-2,-2,26,19,1,0,0,379,92,2,1,0,0
21,2,0,0,0,7,340,1,0,42,14,0,0,0,289,71,0,-2,0,1
13,0,0,0,0,1,390,0,0,22,11,2,0,0,344,100,0,0,-1,1
17,0,0,0,0,6,343,1,1,17,10,2,0,0,347,83,0,0,0,1
9,1,0,0,0,9,329,-1,-1,29,10,1,0,0,333,116,0,-1,0,1
21,1,1,0,0,7,325,1,0,38,16,1,0,0,317,86,1,-1,1,1
20,1,0,0,0,5,387,1,2,22,8,1,0,0,329,96,-1,0,-2,1
6,0,0,0,0,10,349,-1,-1,35,17,2,0,0,361,110,1,1,1,0
11,2,0,0,0,7,355,0,0,54,10,0,0,0,324,104,-1,0,-1,0
16,0,0,0,0,5,335,1,0,26,14,2,0,0,320,88,0,0,0,1
17,1,0,0,0,5,372,1,1,26,8,0,0,0,310,66,-1,-2,0,1
2,0,0,0,0,8,342,-2,-1,101,15,1,0,0,383,70,1,1,1,0
15,0,0,0,0,5,317,0,-1,24,12,1,0,0,317,104,0,-1,0,0
13,1,0,0,0,7,339,0,-1,28,11,0,0,0,299,80,-1,-1,-1,1
16,1,0,0,0,11,319,0,1,25,11,0,0,0,371,102,1,1,1,0
15,0,0,0,0,6,350,0,1,26,16,2,0,0,306,97,0,1,1,0
15,1,1,0,0,3,353,1,1,25,8,0,0,0,326,80,-2,-2,-1,1
9,0,0,0,0,2,361,-1,-1,26,10,1,0,0,391,73,-1,1,0,1
12,1,0,0,0,6,370,0,0,42,10,0,0,0,336,82,-1,0,0,1
12,1,1,0,0,8,317,0,-1,25,10,0,0,0,391,72,1,0,0,1
21,2,1,0,0,4,331,1,0,27,18,0,0,0,341,74,1,0,1,1
9,1,0,0,0,3,323,-1,-1,74,5,1,0,0,345,81,-2,-1,-1,1
11,1,0,0,0,2,344,0,0,28,6,1,0,0,383,102,-1,0,-1,1
22,0,0,0,0,3,302,1,1,22,6,1,0,0,317,92,-1,-1,0,1
24,2,0,0,0,6,328,2,1,29,12,0,0,0,314,72,0,-1,0,1
15,2,0,0,0,10,354,0,0,22,12,0,0,0,365,72,0,-1,-2,0
15,0,0,0,0,8,335,0,1,30,27,2,0,0,377,76,3,2,2,0
21,2,0,0,0,6,389,2,1,150,9,0,0,0,279,84,-1,-2,0,1
14,0,1,0,0,6,324,-1,0,44,9,1,0,0,363,84,0,0,0,0
9,1,0,0,0,2,389,0,0,72,11,1,0,0,274,94,-1,-1,-1,1
21,1,0,0,0,6,297,1,1,30,12,0,0,0,316,68,-1,-1,1,1
12,1,0,0,0,9,299,-1,-1,22,7,0,0,0,347,76,-1,-2,0,0
6,1,0,0,0,2,334,-2,-1,25,11,0,0,0,365,102,0,0,-1,0
10,0,0,0,0,9,375,0,1,30,10,2,0,0,350,104,0,0,-1,0
14,0,1,0,0,5,381,1,0,33,9,2,0,0,308,82,-1,-1,-1,1
8,0,0,0,0,6,351,-1,0,19,10,2,0,0,385,86,0,0,-1,0
7,0,0,0,0,11,279,-2,-3,24,27,1,0,0,358,151,3,3,2,0
10,1,0,0,0,8,337,-1,-1,26,15,1,0,0,366,128,1,1,0,0
15,0,0,0,0,8,326,0,0,28,16,2,0,0,383,99,1,1,1,1
10,1,0,0,0,8,359,-1,0,29,16,1,0,0,346,118,0,1,1,1
12,1,0,0,0,11,334,0,0,30,10,1,0,0,337,93,-1,0,-1,1
16,0,0,0,0,10,376,1,1,45,19,2,0,0,340,76,1,0,1,0
19,2,0,0,0,4,282,1,0,19,8,0,0,0,327,68,-1,-2,0,1
7,0,0,0,0,8,366,-1,0,23,11,2,0,0,424,98,0,2,-1,0
12,1,0,0,0,10,343,-1,-1,24,22,0,0,0,363,92,2,2,1,0
7,2,0,0,0,4,321,-1,-1,35,16,0,0,0,337,107,0,1,0,1
8,0,0,0,0,6,326,-1,-1,58,12,2,0,0,389,100,0,1,-1,0
12,2,0,0,0,4,373,0,0,22,12,0,0,0,356,96,0,1,-1,1
23,1,0,0,0,2,329,1,1,27,7,1,0,0,365,90,-1,-1,-1,1
18,2,0,0,0,4,356,1,0,49,11,0,0,0,322,76,-1,-1,0,0
10,1,0,0,0,6,294,-1,-1,19,12,1,0,0,351,94,0,0,-1,1
17,2,0,0,0,3,357,0,1,29,9,0,0,0,360,100,0,0,0,1
4,1,0,0,0,9,341,-2,-1,105,14,1,0,0,375,96,1,1,-1,0
11,1,1,0,0,9,338,0,0,24,9,1,0,0,383,98,0,0,-1,0
8,0,0,0,0,2,330,-1,-1,30,12,1,0,0,354,88,0,0,-1,0
11,1,0,0,0,10,341,0,-1,37,19,0,0,0,334,100,1,0,2,0
11,1,0,0,0,9,324,-1,-1,34,9,1,0,0,346,115,0,0,-1,1
11,0,0,0,0,9,345,0,0,27,20,1,0,0,340,88,1,1,1,0
12,0,0,0,0,11,344,0,-1,22,22,2,0,0,333,100,1,1,1,0
9,0,0,0,0,9,307,-1,-1,24,19,1,0,0,386,112,2,2,0,0
23,0,0,0,0,3,339,2,1,23,14,1,0,0,323,90,0,-1,0,1
7,1,0,0,0,8,334,-2,-1,19,12,1,0,0,355,102,0,1,1,0
11,2,1,0,0,8,351,0,0,60,15,0,0,0,372,80,1,0,1,1
12,1,0,0,0,4,329,0,0,31,12,0,0,0,404,78,0,0,0,0
15,1,0,0,0,4,368,1,2,32,6,0,0,0,352,79,-2,-1,-1,1
15,2,0,0,0,7,347,1,0,31,12,0,0,0,359,88,0,0,-1,1
9,0,0,0,0,9,284,-1,-1,31,15,2,0,0,374,96,1,1,1,0
19,1,0,0,0,9,335,1,-1,200,13,1,0,0,361,85,0,0,-1,0
11,1,0,0,0,4,336,-1,0,38,16,1,0,0,313,88,0,1,1,0
15,1,0,0,0,6,346,0,0,21,3,0,0,0,291,72,-3,-2,-2,1
14,0,0,0,0,11,283,0,0,33,20,2,0,0,413,93,2,1,1,0
10,0,0,0,0,13,281,0,-2,33,27,2,0,0,345,66,3,1,2,0
9,0,0,0,0,2,360,0,0,38,9,1,0,0,304,70,-1,-2,-1,1
9,2,0,0,0,8,342,-1,-1,37,12,0,0,0,398,78,0,0,-1,0
8,0,0,0,0,11,343,-1,-1,35,24,1,0,0,353,96,2,1,2,0
14,1,1,0,0,2,368,1,1,27,12,1,0,0,353,79,0,0,-1,1
13,1,0,0,0,8,337,0,0,31,12,1,0,0,348,84,0,0,0,1
7,1,0,0,0,5,305,-1,-1,25,12,1,0,0,376,86,0,1,0,0
20,2,0,0,0,6,342,1,1,18,12,0,0,0,354,94,0,-1,0,1
17,0,1,0,0,4,394,2,2,26,9,2,0,0,330,104,-1,-1,-1,1
7,0,0,0,0,7,386,0,0,25,18,2,0,0,361,93,1,1,2,1
18,0,0,0,0,5,339,1,1,28,16,2,0,0,317,83,0,-1,0,1
10,0,0,0,0,9,355,0,0,41,20,1,0,0,313,108,1,1,1,0
6,0,0,0,0,10,373,-1,-1,33,15,2,0,0,377,119,1,1,0,0
20,1,0,0,0,5,318,1,1,27,16,1,0,0,302,97,0,0,0,1
7,0,0,0,0,10,343,-1,-1,35,18,1,0,0,392,108,2,2,1,0
17,0,0,0,0,6,321,0,-1,51,12,2,0,0,333,90,0,0,0,1
16,2,0,0,0,5,325,1,0,34,12,0,0,0,277,76,0,-2,-1,1
17,2,1,0,0,5,336,1,0,24,12,0,0,0,333,86,-1,0,0,1
17,0,0,0,0,5,367,1,1,29,14,1,0,0,329,100,0,0,0,1
5,0,0,0,0,11,314,-2,-2,27,23,2,0,0,375,105,2,2,2,0
13,0,0,0,0,0,383,0,0,30,12,2,0,0,301,82,-1,-1,-1,1
28,2,1,0,0,4,302,2,-1,27,14,0,0,0,327,76,1,-2,1,1
15,1,0,0,0,8,360,0,1,29,14,1,0,0,333,66,0,-1,0,1
13,0,0,0,0,6,350,0,0,29,14,2,0,0,351,85,0,1,0,1
18,1,0,0,0,12,341,1,0,32,20,0,0,0,340,76,1,1,1,1
14,1,0,0,0,4,361,0,0,32,9,0,0,0,314,84,-1,-2,-1,1
16,1,0,0,0,5,315,0,0,44,14,0,0,0,335,80,0,-1,0,0
15,2,0,0,0,3,340,0,0,41,9,0,0,0,347,82,-1,0,0,1
15,1,0,0,0,4,392,1,1,200,5,0,0,0,336,74,-2,-2,-1,1
21,0,0,0,0,5,320,1,1,21,12,2,0,0,323,94,0,-1,-1,1
27,0,1,0,0,10,360,3,1,26,25,2,0,0,308,83,2,0,2,1
7,0,0,0,0,9,356,-1,0,26,17,2,0,0,363,103,0,0,0,0
15,0,0,0,0,3,370,0,0,39,10,1,0,0,340,88,0,0,0,0
11,1,0,0,0,8,324,-1,-1,25,9,1,0,0,376,86,-1,0,-1,0
10,0,0,0,0,7,341,-1,-1,28,10,2,0,0,339,86,-1,-1,0,0
19,1,0,0,0,10,380,1,2,20,19,1,0,0,369,90,1,1,2,1
28,2,0,0,0,8,351,3,1,35,14,0,0,0,335,78,1,-1,0,1
20,1,0,0,0,4,343,1,1,37,14,0,0,0,355,80,0,0,1,1
11,0,0,0,0,4,324,-1,-1,29,17,2,0,0,296,112,0,0,1,0
13,2,1,0,0,1,336,0,0,24,9,0,0,0,310,92,-1,0,-1,1
18,0,0,0,0,8,347,1,0,58,17,2,0,0,338,88,1,0,1,1
4,1,0,0,0,7,334,-2,-1,25,15,1,0,0,357,86,0,1,0,0
18,2,0,0,0,4,380,2,2,25,12,0,0,0,315,75,0,-1,-1,1
8,0,0,0,0,9,318,-1,-2,48,21,2,0,0,339,104,1,1,1,0
19,1,1,0,0,5,298,1,-1,25,16,1,0,0,336,76,0,-1,1,1
10,0,0,0,0,10,344,-1,1,26,15,2,0,0,333,96,1,2,1,1
15,0,0,0,0,5,289,0,-1,40,13,2,0,0,346,92,0,0,0,0
9,2,0,0,0,5,337,-1,0,38,10,0,0,0,355,116,0,0,0,0
10,2,0,0,0,3,387,0,1,41,9,0,0,0,354,88,-1,0,-1,1
15,0,1,0,0,9,348,1,1,18,20,1,0,0,303,85,0,0,1,0
7,0,0,0,0,9,358,-1,0,30,13,1,0,0,356,97,0,0,1,0
5,0,0,0,0,6,340,-2,-1,27,15,2,0,0,423,94,1,2,1,0
10,0,0,0,0,7,349,0,-1,21,15,1,0,0,304,80,0,-1,1,0
16,2,0,0,0,9,329,0,0,24,9,0,0,0,348,84,0,-1,-1,1
23,1,0,0,0,9,348,2,1,29,7,0,0,0,348,40,-2,-2,-1,1
10,1,0,0,0,5,343,-1,0,20,11,1,0,0,353,94,0,0,-1,0
15,1,0,0,0,6,362,0,1,39,13,1,0,0,333,84,0,0,0,0
15,0,0,0,0,10,318,0,-1,22,16,2,0,0,357,83,1,1,0,0
8,0,0,0,0,10,321,-1,0,58,14,2,0,0,392,109,1,1,-1,0
15,1,0,0,0,4,320,0,0,20,12,0,0,0,294,80,0,-1,0,1
12,2,0,0,0,7,399,0,1,20,8,0,0,0,344,86,-1,-1,-1,1
13,0,0,0,0,5,344,0,-1,25,12,2,0,0,331,69,0,-1,0,0
20,0,0,0,0,3,345,2,0,42,16,1,0,0,328,80,1,0,0,1
15,1,0,0,0,3,355,0,0,26,4,0,0,0,316,84,-2,-2,-1,1
5,0,0,0,0,2,382,-1,0,26,11,1,0,0,367,100,-1,1,-1,1
14,1,0,0,0,7,318,-1,-1,58,12,0,0,0,361,104,0,0,0,0
9,2,0,0,0,7,306,-1,-1,28,14,0,0,0,337,84,0,0,-1,0
13,0,0,0,0,11,340,0,-1,29,14,2,0,0,370,81,1,0,1,0
9,0,0,0,0,8,351,0,-1,28,14,1,0,0,341,86,0,0,0,0
14,0,0,0,0,5,353,0,1,29,6,1,0,0,336,82,-1,0,0,1
14,0,0,0,0,7,347,0,-1,29,11,2,0,0,316,86,-1,-1,0,0
7,0,0,0,0,5,346,-1,0,63,13,0,0,0,379,82,0,1,0,0
8,1,0,0,0,2,381,-1,0,53,6,0,0,0,367,88,-2,0,-1,1
8,0,0,0,0,9,369,-1,-2,27,16,2,0,0,279,82,-1,-2,-1,0
8,0,0,0,0,10,284,-2,-2,36,13,2,0,0,345,116,1,0,-1,0
12,1,0,0,0,0,380,0,1,24,14,1,0,0,353,115,0,1,1,1
19,0,0,0,0,6,315,1,0,46,11,1,0,0,305,100,0,-1,1,0
20,1,0,0,0,7,336,1,1,17,17,1,0,0,336,81,1,0,1,0
20,2,1,0,0,7,321,1,1,24,14,0,0,0,300,78,0,-1,0,1
17,2,0,0,0,5,341,0,1,27,9,0,0,0,321,64,-1,-1,0,1
13,2,0,0,0,12,391,0,-1,30,10,0,0,0,415,96,1,1,-1,0
5,0,0,0,0,3,374,-1,0,30,7,1,0,0,342,82,-1,0,-1,0
17,2,0,0,0,4,332,0,0,30,8,0,0,0,293,89,-1,-2,1,0
15,2,0,0,0,5,303,0,-1,39,11,0,0,0,331,78,-1,-1,-2,1
18,1,0,0,0,0,363,1,1,31,10,1,0,0,326,77,-1,-1,-1,1
15,2,0,0,0,8,357,1,0,26,13,0,0,0,327,92,0,0,1,0
6,0,0,0,0,3,362,-1,0,22,12,2,0,0,361,74,0,0,-1,0
6,1,0,0,0,8,342,-1,-1,24,15,1,0,0,379,86,0,0,0,0
18,2,0,0,0,4,410,1,2,200,11,0,0,0,308,74,-1,-1,1,1
17,2,0,0,0,9,310,0,1,22,22,0,0,0,367,80,1,0,1,1
10,2,0,0,0,10,332,-1,-1,20,15,0,0,0,332,86,1,-1,1,0
9,0,1,0,0,6,324,-1,0,31,13,2,0,0,344,93,0,0,0,0
11,0,0,0,0,5,330,0,-1,42,12,1,0,0,320,69,-1,-1,-1,0
12,2,0,0,0,8,365,0,1,25,14,0,0,0,284,92,0,-1,-1,1
12,1,0,0,0,5,293,0,-1,33,13,1,0,0,347,80,0,-1,0,0
23,2,0,0,0,2,336,2,0,29,15,0,0,0,274,66,0,-2,0,1
12,1,0,0,0,11,342,0,-1,33,19,1,0,0,396,96,2,2,0,0
13,1,0,0,0,0,360,0,0,28,9,1,0,0,266,80,-2,-3,-1,1
11,1,0,0,0,7,304,0,0,27,16,1,0,0,381,77,0,1,0,0
12,0,0,0,0,9,313,-1,-1,28,12,2,0,0,380,108,1,0,1,0
17,1,1,0,0,5,357,0,1,26,8,0,0,0,346,92,-1,0,0,1
9,2,0,0,0,6,345,-1,-1,89,6,0,0,0,341,90,-1,-1,0,1
20,1,1,0,0,7,328,1,1,28,13,1,0,0,352,75,1,0,0,1
12,0,1,0,0,6,330,-1,0,63,11,2,0,0,343,88,0,0,0,0
14,0,0,0,0,7,386,0,1,27,19,2,0,0,360,112,1,1,1,1
13,0,0,0,0,6,343,0,1,26,14,1,0,0,369,91,0,0,0,1
14,0,1,0,0,9,366,0,1,25,9,1,0,0,400,87,0,0,0,1
19,2,0,0,0,-2,388,2,1,28,5,0,0,0,308,71,-2,-2,-1,1
11,0,0,0,0,9,326,-1,-1,18,29,2,0,0,347,90,2,2,3,0
10,1,0,0,0,2,356,-1,-1,200,17,0,0,0,381,69,1,1,1,0
2,0,0,0,0,9,350,-2,-2,24,20,2,0,0,407,78,2,1,1,0
11,0,1,0,0,7,391,0,1,28,7,2,0,0,413,101,0,1,-1,0
6,0,0,0,0,7,347,-1,0,31,14,2,0,0,376,84,0,1,-1,1
5,1,0,0,0,6,353,-2,0,17,11,1,0,0,385,96,0,0,0,0
17,2,0,0,0,5,343,1,0,25,13,0,0,0,329,80,0,-1,-1,0
18,0,0,0,0,6,315,1,0,56,16,1,0,0,333,77,0,-1,1,1
11,1,1,0,0,4,321,-1,0,24,11,0,0,0,340,94,-1,-1,0,1
17,1,0,0,0,5,331,1,0,26,18,1,0,0,304,82,0,0,1,0
10,0,0,0,0,8,343,-1,-1,30,11,2,0,0,398,104,0,0,0,0
12,1,0,0,0,5,326,0,0,24,12,1,0,0,346,89,0,-1,1,0
18,2,0,0,0,4,341,2,1,21,9,0,0,0,353,102,-1,0,-1,1
22,1,0,0,0,7,301,1,0,19,15,0,0,0,268,80,0,-2,2,1
5,1,0,0,0,5,390,-1,0,35,7,1,0,0,385,106,0,0,-1,0
11,1,0,0,0,8,346,0,0,28,16,1,0,0,358,78,1,0,2,0
13,0,0,0,0,10,327,0,-2,40,28,2,0,0,274,96,2,0,1,0
17,2,0,0,0,6,372,1,1,119,9,0,0,0,368,101,-1,0,-1,1
9,1,0,0,0,12,330,-1,-1,62,13,1,0,0,383,106,1,1,0,0
19,1,1,0,0,3,410,2,1,28,10,1,0,0,332,74,0,0,-1,1
12,0,1,0,0,3,413,0,2,22,4,2,0,0,391,106,-1,0,-1,1
8,1,0,0,0,8,282,-2,-2,28,24,1,0,0,314,74,1,-1,2,0
25,2,0,0,0,6,326,2,2,41,8,0,0,0,282,60,-2,-3,0,1
12,0,0,0,0,11,329,0,0,23,24,2,0,0,358,101,2,1,2,0
9,0,0,0,0,0,390,0,0,22,13,2,0,0,288,82,-1,0,0,1
6,0,0,0,0,8,397,-1,0,18,9,1,0,0,381,86,0,0,-1,0
23,2,0,0,0,3,346,1,0,27,11,0,0,0,314,82,-1,-2,-1,1
10,1,0,0,0,4,342,-1,-1,29,7,0,0,0,351,70,-1,-1,-2,1
11,1,1,0,0,3,371,0,0,81,9,1,0,0,304,92,-2,-1,-1,1
13,2,0,0,0,7,344,0,-1,36,6,0,0,0,359,96,-1,-1,-2,1
7,1,0,0,0,4,377,-1,-1,46,10,1,0,0,336,94,-1,-1,-1,0
9,0,0,0,0,11,312,-1,-1,69,19,2,0,0,394,121,2,2,1,0
14,2,0,0,0,4,364,0,0,28,9,0,0,0,318,84,-1,0,-1,1
21,2,0,0,0,8,328,1,1,24,11,0,0,0,344,66,-1,-1,0,1
20,1,0,0,0,7,347,1,0,25,17,1,0,0,345,114,1,1,1,0
14,1,0,0,0,7,368,1,0,29,21,1,0,0,354,88,2,2,1,0
13,1,0,0,0,5,322,0,0,45,13,0,0,0,366,87,0,0,0,0
14,0,0,0,0,10,375,0,0,28,10,2,0,0,348,82,0,0,-1,0
9,1,0,0,0,2,354,-1,1,39,5,0,0,0,326,99,-2,0,-1,1
11,0,0,0,0,9,335,0,-1,31,18,1,0,0,357,96,1,0,1,0
7,1,0,0,0,6,336,-1,0,29,19,1,0,0,355,88,1,1,0,0
14,1,0,0,0,6,319,0,0,20,19,1,0,0,365,92,1,1,1,0
7,2,1,0,0,5,324,-1,-1,35,5,0,0,0,361,91,-1,-1,-1,1
3,2,0,0,0,9,323,-2,-1,19,17,0,0,0,326,100,1,2,1,0
15,0,0,0,0,3,374,1,1,171,12,2,0,0,317,72,-1,-1,1,1
8,1,0,0,0,4,383,-1,-1,28,12,1,0,0,346,79,-1,0,1,0
11,0,0,0,0,10,290,-1,-1,31,10,2,0,0,354,118,0,1,1,0
9,1,0,0,0,10,317,-1,-1,40,18,1,0,0,335,86,1,0,0,0
6,0,0,0,0,7,364,-1,0,24,15,2,0,0,339,86,0,1,0,1
19,1,0,0,0,4,323,1,-1,29,12,0,0,0,311,70,0,-1,0,1
12,1,1,0,0,10,327,-1,0,28,11,1,0,0,361,88,0,-1,-1,1
14,0,0,0,0,7,354,0,1,24,9,1,0,0,372,76,-1,0,-1,1
3,0,0,0,0,5,316,-2,-1,32,14,2,0,0,355,92,0,1,0,0
8,0,0,0,0,9,329,-1,-1,65,11,2,0,0,354,84,0,-1,0,0
16,1,0,0,0,4,363,1,1,30,9,0,0,0,343,78,-1,-1,0,1
9,0,0,0,0,6,359,0,0,38,12,2,0,0,335,94,0,0,-1,0
13,1,1,0,0,4,348,0,0,28,7,1,0,0,293,75,-1,-1,0,1
7,0,1,0,0,8,329,-1,-2,32,16,2,0,0,371,104,1,0,0,0
12,1,0,0,0,3,363,1,0,22,15,0,0,0,308,76,-1,-1,0,1
15,2,0,0,0,6,334,1,0,25,12,0,0,0,331,98,0,0,1,1
10,1,1,0,0,3,364,0,0,30,11,1,0,0,323,84,-1,0,-2,0
19,1,0,0,0,9,311,0,-1,138,21,1,0,0,329,102,2,0,2,0
17,2,0,0,0,2,419,2,1,19,6,0,0,0,295,56,-2,-2,-2,1
15,0,0,0,0,5,340,0,0,31,13,2,0,0,341,92,0,0,0,0
28,1,0,0,0,6,303,1,0,18,21,1,0,0,300,110,1,0,3,0
10,0,0,0,0,5,382,0,0,26,13,2,0,0,360,106,0,1,1,0
8,2,0,0,0,5,374,-1,-1,30,7,0,0,0,360,103,-1,-1,0,1
9,0,0,0,0,10,324,-1,-1,58,19,2,0,0,325,96,1,0,1,0
20,0,1,0,0,9,383,1,1,20,8,2,0,0,337,76,-1,-1,-2,1
17,1,0,0,0,3,397,1,1,31,8,1,0,0,364,96,-1,0,-1,0
11,0,1,0,0,11,340,0,0,24,17,2,0,0,331,106,1,0,1,0
19,1,0,0,0,2,344,1,1,22,16,1,0,0,322,82,0,-1,0,1
5,0,0,0,0,11,280,-2,-2,36,23,1,0,0,396,112,2,2,1,0
13,0,0,0,0,10,316,0,-1,20,16,2,0,0,344,94,1,1,0,0
6,1,0,0,0,8,325,-1,0,65,15,1,0,0,314,108,0,1,0,1
